"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"97688360","Gouki Twistcobra","Effect Monster","(Quick Effect): You can Tribute 1 """"Gouki"""" monster, then target 1 """"Gouki"""" monster you control; it gains ATK equal to the original ATK of the Tributed monster until the end of this turn. If this card is sent from the field to the GY: You can add 1 """"Gouki"""" card from your Deck to your hand, except """"Gouki Twistcobra"""". You can only use each effect of """"Gouki Twistcobra"""" once per turn.","1600","0","","","","Warrior","EARTH","","","","","","",""
"97687912","Fairy Meteor Crush","Equip Spell","If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.","None","None","","","","Equip","","","","","","","",""
"97682931","Revolution Synchron","Tuner Effect Monster","If you Synchro Summon a """"Power Tool"""" monster or a Level 7 or 8 Dragon monster, this card in your hand can also be used as material. You can only use this effect of """"Revolution Synchron"""" once per turn. If you control a Level 7 or higher Synchro Monster while this card is in your GY: You can send the top card of your Deck to the GY, and if you do, Special Summon this card, also its Level becomes 1. You can only use this effect of """"Revolution Synchron"""" once per Duel.","900","1400","","","","Machine","EARTH","","","","","","",""
"97677329","Backup Supervisor","Link Effect Monster","2 monsters If this card was Link Summoned using """"Backup Secretary"""" as material, and your monster this card points to battled an opponent's monster, at the end of the Damage Step: You can Special Summon 1 Cyberse monster from your hand. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can Special Summon 1 """"Backup Secretary"""" from your hand, Deck, or GY. You can only use each effect of """"Backup Supervisor"""" once per turn.","1200","None","","","","Cyberse","LIGHT","","","","","","",""
"97662494","Heraldic Beast Stad Whale","Effect Monster","If this card is Normal or Special Summoned: You can discard 1 card; add 2 """"Heraldry"""" Spells/Traps from your Deck to your hand. You can banish this card from your GY, then target 2 """"Heraldic Beast"""" monsters in your GY with the same name; Special Summon them in Defense Position, also you cannot Special Summon from the Extra Deck for the rest of this turn, except by Xyz Summon that uses only monsters with """"Heraldic Beast"""" or """"Number"""" in their original names as material. You can only use each effect of """"Heraldic Beast Stad Whale"""" once per turn.","900","1900","","","","Fish","WATER","","","","","","",""
"97661969","Aussa the Earth Charmer, Immovable","Link Effect Monster","2 monsters, including an EARTH monster (This card is always treated as a """"Familiar-Possessed"""" card.) You can target 1 EARTH monster in your opponent's GY; Special Summon it to your zone this card points to. If this Link Summoned card is destroyed by battle, or is destroyed by an opponent's card effect while in its owner's Monster Zone: You can add 1 EARTH monster with 1500 or less DEF from your Deck to your hand. You can only use each effect of """"Aussa the Earth Charmer, Immovable"""" once per turn.","1850","None","","","","Spellcaster","EARTH","","","","","","",""
"9765723","Dark Contract with the Witch","Continuous Trap","You can send 1 """"D/D"""" or """"Dark Contract"""" card from your hand to the Graveyard, then target 1 card on the field; destroy it. You can only use this effect of """"Dark Contract with the Witch"""" once per turn. All Fiend-Type monsters you control gain 1000 ATK during your opponent's turn only. Once per turn, during your Standby Phase: Take 1000 damage.","None","None","","","","Continuous","","","","","","","",""
"97651498","Fabled Lurrie","Effect Monster","If this card is discarded to the GY: Special Summon it.","200","400","","","","Fiend","LIGHT","","","","","","",""
"97648103","World Legacy's Heart","Normal Spell","Target 2 """"World Chalice"""" monsters in your GY with different names; add them to your hand. If your linked Link Monster would be destroyed by battle, you can banish this card from your GY instead. You can only activate 1 """"World Legacy's Heart"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97642679","Dark Master - Zorc","Ritual Effect Monster","You can Ritual Summon this card with """"Contract with the Dark Master"""". Once per turn: You can roll a six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.","2700","1500","","","","Fiend","DARK","","","","","","",""
"97639441","Photon Jumper","Effect Monster","When an opponent's monster declares an attack: You can activate this effect; skip your next Battle Phase, also Special Summon this card from your hand, then end this Battle Phase. If this card is sent to the GY: You can add 1 """"Photon"""" or """"Galaxy"""" Spell/Trap from your Deck to your hand. You can only use each effect of """"Photon Jumper"""" once per turn.","0","0","","","","Warrior","LIGHT","","","","","","",""
"97637162","Handigallop","Effect Monster","Cannot attack directly. Gains ATK equal to the difference between your LP and your opponent's. If your LP are higher than your opponent's, you take any battle damage your opponent would have taken from battles involving this attacking card, instead.","0","0","","","","Beast","EARTH","","","","","","",""
"9763474","Haggard Lizardose","Link Effect Monster","2 monsters with different names You can banish 1 monster from your face-up field or GY with 2000 or less ATK, then target 1 face-up monster on the field; make its ATK become equal to the original ATK of the monster banished to activate this effect (until the end of this turn), then if you banished a monster that was originally Reptile, draw 1 card. You can only use this effect of """"Haggard Lizardose"""" once per turn.","800","None","","","","Reptile","WATER","","","","","","",""
"97631303","Magicians' Souls","Effect Monster","You can send up to 2 Spells/Traps from your hand and/or field to the GY; draw that many cards. If this card is in your hand: You can send 1 Level 6 or higher Spellcaster monster from your Deck to the GY, then activate 1 of these effects; ● Special Summon this card. ● Send this card to the GY, then, you can Special Summon 1 """"Dark Magician"""" or 1 """"Dark Magician Girl"""" from your GY. You can only use each effect of """"Magicians' Souls"""" once per turn.","0","0","","","","Spellcaster","DARK","","","","","","",""
"97623219","Element Valkyrie","Effect Monster","(This card is not treated as a """"Valkyrie"""" card.) This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field: ● FIRE: This card gains 500 ATK. ● WATER: Control of this card cannot switch.","1500","1200","","","","Fairy","LIGHT","","","","","","",""
"97617181","Galaxy Zero","Equip Spell","Target 1 """"Photon"""" or """"Galaxy"""" monster in your Graveyard; Special Summon it in face-up Attack Position and equip it with this card. It cannot attack or activate its effects. If it would be destroyed during the Battle Phase, you can destroy this card instead. When this card leaves the field: The equipped monster's ATK becomes 0. You can only activate 1 """"Galaxy Zero"""" per turn.","None","None","","","","Equip","","","","","","","",""
"97616504","Sky Striker Mecharmory - Hercules Base","Equip Spell","Activate this card only if you control no monsters in your Main Monster Zone. The equipped monster cannot attack directly. It can make a second attack on monsters during each Battle Phase. If the equipped monster destroys a monster by its attack while you have 3 or more Spells in your GY: Draw 1 card. If this card is sent from the field to the GY by a card effect: You can target up to 3 """"Sky Striker"""" cards in your GY, except """"Sky Striker Mecharmory - Hercules Base""""; shuffle them into the Deck.","None","None","","","","Equip","","","","","","","",""
"97612389","Monster Tamer","Normal Monster","A master of monsters that exercises control over several creatures.","1800","1600","","","","Warrior","EARTH","","","","","","",""
